version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
uint64_limbs,4096,9,128,79868291,623971.023438,6.564407,689248347845020736
word_blocks,4096,9,4096,51512042,12576.182129,325.695029,4612679347921848320
machine_list,4096,9,8192,60592084,7396.494629,553.775836,11022003190908522496
machine_array,4096,9,16384,57952792,3537.157715,1157.991905,14234499202467373056
original_full_nat,16384,1,32,71576708,2236772.125000,7.324841,2938817658696628752
uint64_limbs,16384,1,32,77460167,2420630.218750,6.768485,2938817658696628752
word_blocks,16384,1,2048,66034208,32243.265625,508.137116,12105518801831101440
machine_list,16384,1,2048,56455083,27565.958496,594.356260,12105518801831101440
machine_array,16384,1,4096,56488625,13791.168213,1188.006683,3471461984659638272
machine_array,16384,2,4096,56395084,13768.331055,1189.977197,3471461984659638272
machine_list,16384,2,2048,56034084,27360.392578,598.821817,12105518801831101440
word_blocks,16384,2,2048,70759625,34550.598145,474.203078,12105518801831101440
uint64_limbs,16384,2,32,76694541,2396704.406250,6.836054,2938817658696628752
original_full_nat,16384,2,32,71156833,2223651.031250,7.368063,2938817658696628752
original_full_nat,16384,3,32,71132792,2222899.750000,7.370553,2938817658696628752
uint64_limbs,16384,3,32,76823417,2400731.781250,6.824586,2938817658696628752
word_blocks,16384,3,2048,65456416,31961.140625,512.622506,12105518801831101440
machine_list,16384,3,2048,55903833,27296.793457,600.217019,12105518801831101440
machine_array,16384,3,4096,56273750,13738.708496,1192.542953,3471461984659638272
machine_array,16384,4,4096,56267209,13737.111572,1192.681585,3471461984659638272
machine_list,16384,4,2048,54407708,26566.263672,616.722028,12105518801831101440
word_blocks,16384,4,2048,64052417,31275.594238,523.858951,12105518801831101440
uint64_limbs,16384,4,32,77562541,2423829.406250,6.759552,2938817658696628752
